지점명,주소,위도,경도
제주 노형점,제주특별자치도 제주시 노형동 3794-5,33.4827109744154,126.475942201235
안양 동편마을점,"경기 안양시 동안구 동편로 16  (관양동) (광양동, 동편상가)",37.4060321099011,126.971506210451
울진 군청점,"경북 울진군 울진읍 울진중앙로 123-2  (읍내리, 클래식)",36.9925877167161,129.401028344796
분당 서현점,"경기 성남시 분당구 서현로180번길 19  (서현동, 비전월드)  101-25호",37.3879746443467,127.12248993928
김해율하점,경남 김해시 관동동 1094-1,35.1764391626549,128.812301064315
인천 검단사거리역점,인천 서구 검단로 469  (왕길동) 104-105호(왕길동),37.6019289434556,126.656572826949
구미 형곡송정점,경북 구미시 송정대로 11  (송정동),36.1171007259498,128.340097420436
원주 무실점,강원 원주시 시청로 100  (무실동),37.3358072423623,127.928977371486
안성석정점,경기 안성시 석정동 255-9,37.0095259348693,127.261408084242
안동 옥동점,경북 안동시 옥동 616-1,36.5640846989571,128.703967218639
천안 두정점,"충남 천안시 서북구 두정중9길 11-1  (두정동, 한일상사)  1층",36.8370355260344,127.139550435202
대구 테크노폴리스점,대구 달성군 유가읍 테크노상업로 96  (봉리),35.6932468009295,128.45969336373
동여의도점,"서울 영등포구 의사당대로1길 25  (여의도동, 하남빌딩)  115호",37.5200631564146,126.929844969015
광양 중마점,전남 광양시 공영로 102  (중동),34.9356536895306,127.700304339606
울산 성남점,울산 중구 젊음의거리 29-6  (성남동),35.5539244957303,129.318395047048
포항 양덕점,경북 포항시 북구 양덕동 1396,36.0819935001075,129.397223344302
충주연수점,충북 충주시 갱고개로 176  (연수동),36.9866502752864,127.939559325452
대구 침산점,"대구 북구 침산로 153  (침산동, 명성푸르지오) 105동 1층 C15호",35.8890265531963,128.589744306502
충주성서점,충북 충주시 성서8길 19  (성서동),36.9711158295368,127.932398549974
송탄출장소점,경기 평택시 관광특구로 19  (서정동)  101-1호(서정동),37.0672512623234,127.060907834839
영주 가흥점,경북 영주시 대동로13번길 2-21  (가흥동),36.8171121747959,128.604086727492
송도 캠퍼스타운점,"인천 연수구 송도과학로27번길 55  (송도동, 롯데캐슬 캠퍼스타운) (송도동, 갬퍼스타운 애비뉴)",37.3892363233087,126.665127593356
시흥대야점,"경기 시흥시 비둘기공원7길 39  (대야동, 트윈프라자) 1층 101호(대야동, 트윈프라자)",37.4424759071005,126.79240255182
남앙주 진접점,경기 남양주시 진접읍 금곡리 974-1  103호,37.7200358706515,127.197016032466
판교 알파돔점,"경기 성남시 분당구 대왕판교로606번길 10  (백현동, 알파리움1단지) 타워 1동 2층 328호(백현동, 알파리움)",37.395800819414,127.107592379777
전주아중점,전북 전주시 덕진구 건산로 261  (우아동2가) 1동 1호(우아동 2가),35.8354910603427,127.165774408752
파주 금촌점,경기 파주시 중앙로 323  (금촌동) 1층,37.7644264702007,126.774163985202
금정역점,경기 군포시 산본천로226번길 4  (산본동) 101호(산본동),37.3716969846865,126.942281997709
아산 용화점,충남 아산시 용화고길 93  (용화동)  103호,36.7736670787267,127.012128618011
태안점,충남 태안군 태안읍 동문3길 17  (동문리),36.7485369799008,126.304158069916
용인 기흥구청점,"경기 용인시 기흥구 구갈로60번길 3  (구갈동, 골드프라자) 102호(구갈동, 골드프라자)",37.2798615830535,127.111816851353
상봉점,"서울 중랑구 망우로 353  (상봉동, 상봉 프레미어스 엠코) 비주거동 1층 C 101호",37.5983328190955,127.091624142481
속초 교동점,강원 속초시 중앙로 20  (교동),38.198292881905,128.57950355106
용인 동백점,"경기 용인시 기흥구 동백죽전대로 444  (중동, 쥬네브) 쥬네브썬월드빌딩 9층",37.2779959612183,127.151598440729
대구 수성못점,대구 수성구 수성못길 18  (두산동),35.8265184766009,128.622199607202
정읍 상동점,"전북 정읍시 신경1길 1-9  (상동) 1,2층",35.5570315320716,126.867384017809
태백 황지연못점,강원 태백시 황지로 149  (황지동) 연지로 빌딩 101호,37.1721389197168,128.992004066909
외대점 (250331 폐점),서울 동대문구 휘경로 13  (이문동),37.5960166838474,127.061743635095
가평점,"경기 가평군 가평읍 연인2길 22-1  (읍내리, 한서건축사무소) 1층",37.8298028197607,127.511053189654
안양역점,경기 안양시 만안구 장내로139번길 60  (안양동),37.4001947281025,126.92133596973
인천아라점,"인천 서구 이음5로 62  (원당동, 정인프라자)",37.5945108977486,126.714858016676
창원합성로점,경남 창원시 마산회원구 합성남로 10  (합성동),35.2379766770585,128.583671704705
보라매점,서울 관악구 봉천로7길 41  (봉천동),37.4911871231549,126.926018683603
아주대점,경기 수원시 팔달구 아주로 43  (우만동),37.2787044223603,127.043476323661
순천 조례점,전남 순천시 신월큰길 27  (조례동),34.9605432228002,127.518725989049
더샵 부평점,인천 부평구 십정동 289-8,37.4766289,126.6974314
강남 테헤란로점,"서울 강남구 테헤란로4길 6  (역삼동, 강남역 센트럴 푸르지오 시티)",37.4976674173806,127.029286360295
증포점,경기 이천시 이섭대천로 1342  (증포동) 102호,37.2879319494196,127.452442490221
옥천중앙로점,충북 옥천군 옥천읍 중앙로 40  (금구리),36.3007271105274,127.568861115916
수원매교역점,경기 수원시 팔달구 정조로 667  (매교동),37.268029752322,127.016687925655
분당서현시범단지점,"경기 성남시 분당구 중앙공원로39번길 49  (서현동, 서현 지엔느)",37.383793397882,127.124777792146
구로구청점,"서울 구로구 가마산로 285  (구로동, 비즈트위트 레드)",37.497105116553,126.891686167261
건대점,"서울 광진구 아차산로 238  (1층, 자양동)",37.5399829261045,127.069577729358
학익점,인천 미추홀구 소성로 237  (학익동),37.4391323444693,126.674173323311
우송대동역점,대전 동구 백룡로 9  (자양동),36.3361575146948,127.448252034477
대전탄방점,대전 서구 괴정동 7-2,36.3425419039806,127.384431912301
울산 송정점,울산 북구 송정25길 2  (송정동),35.5974662775006,129.362021531471
대구 태전점,대구 북구 칠곡중앙대로69길 11  (태전동),35.9265599899944,128.545997466709
신사역점,서울 강남구 강남대로146길 25  (논현동),37.5152846096809,127.022163072443
관악점,"서울 관악구 관악로 164  (봉천동, 대우디오슈페리움1단지)",37.4797395226756,126.952875619698
하남 메가박스점,광주 광산구 우산동 1588-1  동부센트레빌상가 141호,35.1621622149023,126.810933232518
석수동 안양대교점,"경기 안양시 만안구 안양로 447  (석수동, 유안율빌딩)",37.4099733371657,126.911781687766
제주시청대야점,제주특별자치도 제주시 동광로 7  (이도일동),33.5013589872661,126.529865866944
안산중앙점,"경기 안산시 단원구 예술대학로 9  (고잔동, 보배프라자)",37.3178279260242,126.83651980365
방배중앙점,서울 서초구 방배중앙로 117  (방배동),37.4895596838302,126.987343414492
창원중앙점,경남 창원시 성산구 용지로133번길 11  (중앙동),35.2278213384456,128.678728968623
대전역점,"대전 동구 중앙로 215  (정동, 대전역)",36.3344230194263,127.432103833008
가산 한라원앤원점,서울 금천구 가산디지털2로 101  (가산동),37.477043450667,126.879222554896
양원역점,서울 중랑구 양원역로 72  (망우동),37.6068112881608,127.106072470041
남원춘향점,전북 남원시 주천면 원천로 345-34  (호기리),35.4012080899492,127.430184046669
수유역점,서울 강북구 수유동 174-32,37.640496755276,127.027355581762
울산 대공원점,울산 남구 대공원로99번길 20  (옥동),35.5313483418699,129.296168781346
진해석동점,"경남 창원시 진해구 냉천로 61  (석동, 보람수산)",35.1521053028898,128.703866579742
동인천역점,인천 동구 송현로 7  (송현동),37.4773652411137,126.633672105107
평택포승점,경기 평택시 포승읍 여술3길 17-16  (도곡리) 101호,36.9870724192213,126.847255490892
대전학하점,대전 유성구 계산동 762-9,36.335849189618,127.300111511343
여주교동점,경기 여주시 교동 538,37.2781720417389,127.636928098757
인천 귤현점,인천 계양구 귤현동 496,37.5673039698922,126.747471338483
화성시청 남양점,경기 화성시 남양읍 역골중앙로 14  (남양리) 102호,37.2022756276555,126.826450504177
순천오천점,전남 순천시 오천6길 26  (오천동),34.9331965869246,127.495086427968
호매실 능실점,경기 수원시 권선구 호매실로104번길 24-70  (호매실동),37.2591938104878,126.963155443401
창원경남대점,경남 창원시 마산합포구 창포동3가 8-4,35.181864748297,128.560555237776
덕천동이수타워점,"부산 북구 기찰로 12  (덕천동, 이수빌딩)",35.2113848281824,129.006285663626
덕소점,"경기 남양주시 와부읍 덕소로 269  (도곡리, 동성프라자)",37.5779360262872,127.225716813389
안성중대점,경기 안성시 대덕면 대학10길 20  (내리),37.0018201060973,127.226453738792
마석 스타점,"경기 남양주시 화도읍 마석중앙로37번길 45  (마석우리, 별나라프라자)",37.6568399287048,127.303297129661
판교역점,경기 성남시 분당구 판교역로 136  (백현동),37.3925072208217,127.110430292919
지축점,경기 고양시 덕양구 오부자2길 18  (지축동),37.6513880176961,126.918000033902
군산조촌디오션점,전북 군산시 조촌동 2-38,35.9769412726523,126.74208278176
광주 경안점,경기 광주시 경안로 32  (경안동),37.4097989344374,127.257283203115
다사 대실점,대구 달성군 다사읍 대실역남로 10  (죽곡리),35.8568134344849,128.464631990293
성대점,경기 수원시 장안구 화산로213번길 23  (율전동),37.298626400695,126.972524868969
논현중앙점,인천 남동구 논현동 631-9,37.4013821259744,126.723923969427
안면도점,충남 태안군 안면읍 방포로 1  (승언리),36.5159120401627,126.345518877636
계양구청점,"인천 계양구 계산새로 71  (계산동, 하이베라스) C동 1층 113,114호",37.5387803391763,126.735817610773
송도트리플스트리트점,"인천 연수구 송도과학로16번길 33-4  (송도동, 송도 트리플스트리트) D동 118호",37.3786608661181,126.662841516858
부천송내역점,"경기 부천시 부일로199번길 21  (상동, 황금프라자빌딩) 103,104,105호",37.4894095602196,126.751837342319
대전산성점,"대전 중구 대둔산로408번길 5  (산성동, 동신빌딩)",36.3057325354987,127.38691819848
시흥거북섬점,"경기 시흥시 거북섬2길 5  (정왕동, 시흥시 MTV 프라자) 102호",37.3255135038358,126.677723629794
삼성점,서울 강남구 테헤란로87길 57  (삼성동),37.5112868015958,127.05719113004
남원사랑도통점,전북 남원시 춘향로 24  (도통동) 1층,35.4179322542991,127.397895330862
창원유니시티점,경상남도 창원시 의창구 중동중앙로 95  (중동),35.259500710884,128.628806524607
월미도점,인천 중구 북성동1가 98-230  2층,37.4754814792228,126.598924931918
사가정역점,서울 중랑구 면목로 341  (면목동) 1F,37.5821763494967,127.088154488573
광주사암로점,광주 광산구 사암로215번길 27  (우산동),35.1635779594463,126.806751869705
평촌엘프라우드,"경기 안양시 동안구 운곡로 60  (비산동, 평촌엘프라우드) 2단지 상가 223호",37.4038560103805,126.943920454083
수원인계점,경기 수원시 팔달구 인계로 118  (인계동),37.2673666514378,127.030402470946
안산해양점,경기 안산시 상록구 해양4로 26  (사동) 자이센터프라자 1층,37.2841647022601,126.829060125779
선화하늘채점,"대전 중구 대종로594번길 51  (선화동, 하늘채스카이앤1차) 303동 128호",36.3365042066403,127.419478191021
광주상무점,광주 서구 금부로 83  (금호동) 1층,35.1397915383396,126.858039174
화성융건릉점,경기 화성시 세자로475번길 14-3  (안녕동) 2층3층,37.2072171954189,126.985693966905
울산온양점,울산 울주군 온양읍 온양로 177  (대안리),35.4092916671543,129.290235866859
횡성점,강원특별자치도 횡성군 횡성읍 교항리 116-8,37.4853255358261,127.983077829154
일산킨텍스점,"경기 고양시 일산서구 킨텍스로 217-60  (대화동, 킨텍스) 킨텍스 제1전시장 5홀 전면 디저트39",37.668933476214,126.745802827238
부천소사역점,경기 부천시 소사구 소사본동 65-5  118호,37.4817222819572,126.79674707447
홍대입구역점,서울 마포구 신촌로 28  (동교동) 1층,37.5575730197905,126.929193344839
세종나성점,"세종특별자치시 나성로 96  (나성동, 더센트럴) 1층 159호",36.4878789621189,127.261002509068
충북음성성본점,"충북 음성군 대소면 성본산단4로 41  (성본리, 음성푸르지오 더퍼스트)",36.9701140925437,127.537390978385
시흥장현점,"경기 시흥시 황고개로 486  (장곡동, 퍼스트프라자) 1층",37.3742018640133,126.790313204837
롯데마트그랑그로서리구리점,"경기 구리시 동구릉로136번길 57  (인창동, 구리유통종합상가) 롯데마트그랑그로서리구리점 2층",37.6131388676785,127.140918284674
광명사거리역점,"경기 광명시 오리로 942  (광명동, 임플란트빌딩) 1,2층",37.4784663808976,126.858492039691
부산모라점,부산 사상구 사상로489번길 28  (모라동),35.1886717924992,128.986461114296
울산신정점,"울산 남구 봉월로 55  (신정동, 양우내안애팰리스) 상가 104호",35.5373057129316,129.305290987487
충북대병원점,"충북 청주시 서원구 1순환로 771  (개신동, 보덕빌딩) 1층 디저트39",36.6251933164177,127.463868279171
답십리점,서울 동대문구 답십리동 21-78,37.5683994158181,127.058596593114
마곡점,"서울 강서구 마곡중앙로 111  (마곡동, 롯데캐슬 르웨스트) 105동 175호",37.5638094509858,126.825417557789
강동구청점,서울 강동구 성내동 319-33  1층 2호,37.5308462312518,127.121053310601
안양어반포레점,"경기 안양시 만안구 냉천로 125  (안양동, 안양어반포레자연앤이편한세상 3단지) 108호(안양어반포레자연앤이편한세상 3단지 3-3상가)",37.3923704846543,126.922915761383
구미신평점,경북 구미시 신비로 16  (신평동),36.1225355589089,128.364349060852
검암푸르지오점,인천 서구 한중로 10  (백석동) 메르시타워 115호,37.5776679082,126.673809821857
화곡더챔버점,"서울 강서구 강서로 174  (화곡동, 한양 더챔버)",37.5422659466139,126.84035289589
글로스터호텔인천점,인천 남동구 소래역로 36  (논현동) 글로스터인천 1층,37.4003132258351,126.735462609054
학익시티필드점,인천 미추홀구 매소홀로 262  (학익동),37.4442594554747,126.652473650634
양산신명동점,경남 양산시 신명동7길 30  (명동) 1층,35.4051110704727,129.170724912228
당진송악점,"충남 당진시 송악읍 신복운로 49  (복운리, 송악프라자) 108호, 109호",36.9420062854674,126.780068405959
수원탑동점,"경기 수원시 권선구 서부로 1822-55  (탑동, (주)덕산마트)",37.273606775039,126.969805524353
김제검산점,전북특별자치도 김제시 검산택지1길 51  (검산동),35.8031961706655,126.90239203234
대전관평점,"대전 유성구 관평2로 26  (관평동, 아카데미프라자)",36.424286931957,127.389575638324
청주강서점,"충북 청주시 흥덕구 서현중로 66  (강서동, 레인보우빌딩)",36.6242814973877,127.4282835725
온수역점,서울 구로구 온수동 9-12,37.4929767011224,126.823994143637
함양점,"경남 함양군 함양읍 고운로 83  (교산리, 한주상가) 107호",35.5212679470692,127.730445827364
강릉교동점,강원특별자치도 강릉시 솔올로5번길 18-6  (교동) 1층,37.7633117914163,128.875844215064
대치중앙점,서울 강남구 삼성로 325  (대치동) 1층,37.5007305724148,127.059488884161
시온성점,"전북특별자치도 완주군 봉동읍 과학로 979  (둔산리, 시온성주유소)",35.9559462343944,127.125085366386
운정로데오점,경기 파주시 경의로1240번길 14-31  (와동동) 1층 111호,37.7265038078199,126.762036827627
부송점,전북특별자치도 익산시 궁동로 158  (부송동),35.9628334376039,126.988553751677
삼산점,경북 안동시 문화광장길 63  (삼산동),36.5657954132933,128.731419430312
양평J&J점,경기 양평군 양평읍 시민로 125  (공흥리),37.4906811086607,127.505549433548
보령중앙로점,충남 보령시 중앙로 187-31  (대천동),36.3526488476756,126.584548341825
사천점,경남 사천시 사남면 유천리 929  삼정그린코아 포레스트 후문 상가 143동 125호,35.0739781612166,128.069566592958
평촌두산벤처다임점,"경기 안양시 동안구 흥안대로 415  (평촌동, 두산벤처다임) 동문 1층 137호",37.3916395332505,126.972961523948
군산영화점,전북특별자치도 군산시 구영5길 123  (영화동),35.9895003861684,126.710807198213
칠암캠퍼스점,경남 진주시 동진로 38  (칠암동) 102호,35.1787777377324,128.095283945905
독립문문화공원점,서울 서대문구 통일로 203  (영천동) 1층,37.5711638645722,126.960799153339
운정GTX점,"경기 파주시 청석로 115  (동패동) 114호, 115호",37.712691078582,126.720433135049
청담점,서울 강남구 도산대로89길 3  (청담동) 1층,37.5250568600276,127.050197355933
여수웅천점,"전남 여수시 웅천로 347  (웅천동, 새여수새마을금고 웅천사옥) 1층",34.7499073807969,127.681181959438
창원역점,"경남 창원시 의창구 사화로 16  (팔용동, 한창빌딩) 1층",35.2567816932823,128.609422070578
노원상계보람점,"서울 노원구 한글비석로 470  (상계동, 동서기업빌딩)",37.664667281503,127.065967816119
연지초읍점,부산 부산진구 동평로235번길 23  (연지동) 1층,35.1710280521095,129.052109619328
서울대벤처타운역점,서울 관악구 신림동 1536-16  1층,37.4687217234763,126.936217024272
부산문현점,부산 남구 수영로 33  (문현동) 1층 105-1호 (문현동),35.1371739911555,129.071584282441
송도센트럴파크점,"인천 연수구 인천타워대로 257  (송도동, 송도 아트포레 푸르지오 시티) B-107,108호",37.3937618144703,126.633308276601
카카오판교아지트점,"경기 성남시 분당구 판교역로 166  (백현동, 카카오 판교 아지트) 1층 13번유닛 (백현동, 카카오판교아지트점)",37.3919279358062,127.109674977769
인천길병원점,"인천 남동구 남동대로777번길 9  (구월동, 룩소르주상복합아파트) 102호 103호(구월동)",37.4517363084944,126.707113484131
역삼팁스타운점,서울 강남구 역삼로19길 7  (역삼동) 유니콘빌딩 지상1층,37.4957314707553,127.036846798016
서충주신도시점,충북 충주시 중앙탑면 원앙9길 18-1  (용전리) 1층 105호,37.0167055918323,127.82581740318
홍제점,서울 서대문구 세무서길 69  (홍제동),37.5910112065234,126.946526650159
상계롯데캐슬점,"서울 노원구 덕릉로 753  (상계동, 노원 롯데캐슬 시그니처) 105동 1층 2-3호",37.6658515931357,127.0763205024
미아사거리역점,"서울 강북구 월계로 43  (미아동, 앨리스고홈빌딩) 1층",37.6114796428849,127.034330149792
순천중앙점,"전남 순천시 황금2길 10  (남내동, 소매점, 필라골프)",34.9540874926479,127.485173835556
전주삼천점,전북특별자치도 전주시 완산구 삼천동1가 597-9,35.7988162860168,127.117290926106
백령도점,인천 옹진군 백령면 백령로 236  (진촌리),37.9687518205487,124.721107124466
마포월드컵북로점,"서울 마포구 월드컵북로 108  (성산동, 정인빌딩) 1층",37.5630844999254,126.914112015699
병점복합타운점,경기 화성시 병점노을7로 5  (진안동) 110호,37.2066006080147,127.028319505559
영도동삼점,부산 영도구 절영로 473  (동삼동),35.0705373656918,129.068186253605
전북고창점,전북특별자치도 고창군 고창읍 중앙로 126  (읍내리) 1층,35.4349711177095,126.689102531353
포이사거리점,"서울 강남구 개포로 202  (개포동, 석인빌딩) 102,103호",37.4781726909959,127.044983798146
부산시청점,부산 연제구 거제천로 110  (연산동),35.1836732355859,129.074518432465
용인둔전점,경기 용인시 처인구 포곡읍 포곡로108번길 13  (둔전리) 107호,37.2686475628606,127.218678421069
구미상모점,경북 구미시 박정희로2길 10  (상모동) 1층,36.0836801527163,128.352655607036
강릉종합운동장점,강원특별자치도 강릉시 춘갑봉길 12  (포남동),37.7736420521286,128.900955974183
화서역점,경기 수원시 팔달구 수성로157번길 1  (화서동) 1층,37.2863105437334,126.990061438238
신방화역점,"서울 강서구 마곡중앙5로 81  (마곡동, 에스비타운) 115호",37.5671170824829,126.818597219555
원지터미널점,경남 산청군 신안면 하정리 630-6  1층,35.302268231249,127.974567349707
통영무전점,"경남 통영시 무전5길 3  (무전동, 현대자동차)",34.8603253052632,128.426097053366
평택역점,경기 평택시 평택로39번길 2  (평택동),36.9909636738353,127.087315734866
부산못골점,"부산 남구 못골번영로 6  (대연동, 못골대중사우나)",35.1356750276482,129.08932307493
영덕중앙점,경북 영덕군 영덕읍 중앙길 75  (덕곡리),36.4101067720178,129.371663451638
대구이시아폴리스점,"대구 동구 팔공로 259  (봉무동, 프라임빌딩) 1층 106호",35.9220420665268,128.640794899972
일산후곡점,경기 고양시 일산서구 일산로 550  (일산동) 1층,37.67831847492,126.767306617534
영등포구청점,서울 영등포구 당산로 128-1  (당산동3가),37.5260585322421,126.896938186432
sk하이닉스점,"경기 이천시 부발읍 경충대로 2106  (아미리, 현대시티프라자)",37.2528091850149,127.489594693827
인천더블유병원점,"인천 미추홀구 인주대로 400  (주안동, 인천W여성병원) 1층",37.4509647448093,126.681165120112
시흥정왕점,"경기 시흥시 중심상가2길 12-8  (정왕동, 정왕주차타운) 1층 102호",37.345226063849,126.735921308886
제주화북점,제주특별자치도 제주시 일주동로 263  (화북일동) 1층,33.5206494077385,126.572954545903
칠곡북삼점,경북 칠곡군 북삼읍 북삼로8길 5  (인평리),36.0709170524648,128.33727182335
안양수촌마을점,경기 안양시 동안구 관양동 1380-6,37.4039026864505,126.954173004019
음성감곡점,충북 음성군 감곡면 장감로 132  (왕장리),37.1187094953346,127.637109511133
울산우정혁신점,울산 중구 종가6길 12  (우정동) 1층,35.5633064493221,129.312268871329
중랑구청점,서울 중랑구 봉화산로 218  (신내동) 1층,37.6073860355769,127.097061714442
신용산점,"서울 용산구 한강대로 95  (한강로2가, 래미안용산 더 센트럴) B223호",37.5288173852679,126.966653789116
경대동문점,"대구 동구 경대로 126  (신암동, 해링턴플레이스동대구아파트) 307동 104호",35.888901017855,128.617457947447
동의대점,"부산 부산진구 가야대로 538  (가야동, 가야 롯데캐슬 골드아너) 상가2동 109호",35.1532102220527,129.030537782842
부산신만덕점,부산 북구 덕천로 302  (만덕동),35.2093439332832,129.036856397975
간석올리브점,"인천 남동구 간석동 939-1  래미안자이아파트 상가 1층 109호, 110호",37.4588570153463,126.710598375913
행당점,서울 성동구 행당동 298-86,37.5606136613222,127.03265638973
문화충대병원점,대전 중구 문화로 214  (문화동),36.3156582788481,127.408729498873
둔산타임월드점,대전 서구 둔산로31번길 21  (둔산동),36.3526900980168,127.377259632171
서대전점,대전 중구 계백로 1703-1  (오류동),36.3215827609874,127.408690719015
남춘천점,"강원특별자치도 춘천시 경춘로 2364  (온의동, 강남병원) 1층",37.8643936432826,127.720689921108
대방역점,"서울 동작구 알마타길 6  (대방동, 파밀리에 하늘마루) 107호",37.5098570948466,126.924954157932
동춘점,"인천 연수구 앵고개로264번길 10-13  (동춘동, 대동빌딩) 1층",37.4075573832149,126.671760266509
대구시지광장점,대구 수성구 신매로19길 54  (신매동) 2층,35.8395632841797,128.706800923663
해운대장산점,"부산 해운대구 좌동로 96  (좌동, 블루스퀘어) A동",35.1722811210975,129.175614056554
거제홈플러스점,"경남 거제시 장평로 12  (장평동, 디큐브백화점) 지하1층",34.8910558081136,128.616402009975
제주아라점,제주특별자치도 제주시 중앙로 553  (아라일동) 1층,33.4738667957748,126.545883394233
과천중앙점,"경기 과천시 관문로 92  (중앙동, 힐스테이트 과천중앙) 1층",37.4297945568098,126.990295584667
대전복합터미널점,"대전 동구 동서대로 1689  (용전동, 대전복합터미널(서관)) 108호(서관 3번 게이트 옆)",36.3503349793975,127.436711042049
지타워몰점,"서울 구로구 디지털로26길 38  (구로동, G-Tower) B132 (202호)",37.4798477003537,126.895318461208
대구범어점,대구 수성구 범어로20길 39  (범어동),35.8580172967738,128.638003890671
부산사직운동장점,부산 동래구 아시아드대로161번길 90  (사직동),35.197120551423,129.060753735442
부산동아대점,부산 사하구 낙동대로 550  (하단동) 1층,35.1131906352265,128.964133310955
평택용죽점,경기 평택시 용죽2로 32-25  (용이동) 101호,36.9924464081657,127.124484254348
전주객사점,전북 전주시 완산구 고사동 25,35.8205647527143,127.145689944258
길동점,서울 강동구 길동 411-4  1층 1호,37.5359367717341,127.139605919244
수원경기대점,경기 수원시 영통구 대학로 28  (이의동),37.2987178611558,127.043159402822
광양덕례점,전남 광양시 광양읍 갈티로 46  (덕례리),34.9681713191141,127.566956095302
진주초전점,경남 진주시 초전북로61번길 16-3  (초전동),35.2100173546871,128.113897852404
부천원종점,경기 부천시 소사로 758  (원종동),37.5236927865812,126.805204311739
예산터미널점,"충남 예산군 예산읍 금오대로 35-13  (산성리) 1층 102,102호",36.6859315158613,126.850311142071
용인백암점,"경기 용인시 처인구 백암면 근창로 35  (근창리, 비두빌딩)  비두빌딩 1층",37.1634983896514,127.371140494099
대전월평점,"대전 서구 청사로 130  (월평동, 청사로프라자)",36.3595654887621,127.378408315284
당진문예의전당점,충남 당진시 무수동로 60  (읍내동),36.8880817971369,126.637366076437
부천상동점,"경기 부천시 상동로 112  (상동, 썬프라자)",37.5069954495643,126.753904286375
화성시청남양점,경기 화성시 남양읍 역골중앙로 14  (남양리) 102호,37.2022756276555,126.826450504177
