매장명,주소,위도,경도
미남반도보라점,부산 동래구 아시아드대로 234 1층,35.2039470982169,129.069040555868
허심청점,부산 동래구 온천장로 81-1 1층,35.2186330863568,129.082265610144
사직롯데캐슬점,부산 동래구 아시아드대로 146번길 1 1층,35.1979289530595,129.066738517174
미남점,부산 동래구 여고로 113번길 78 1층,35.2019348398411,129.074067807465
명륜천일스카이원점,부산 동래구 명륜로 151 1층,35.2073040131714,129.08167812576
e편한세상명장점,부산 동래구 명장로 64번길 6 1층,35.2044909668355,129.10773929204
안락점,부산 동래구 충렬대로 359번길 15 1층,35.1987461306926,129.098165709501
금정초등학교점,부산 금정구 금강로 206-16 1층,35.2265108074847,129.083309598828
장전점,부산 금정구 금정로 151-1 1층,35.2382313353176,129.087679003844
부산금사점,부산 금정구 금사로 80 1층,35.2198552453364,129.111573968951
부산대점,부산 금정구 금정로 68번길 28 1층,35.2303438495831,129.087888911485
범어사점,부산 금정구 금강로 711 1층,35.2709767747416,129.088899010598
구서SK점,부산 금정구 수림로72번길 116 1층,35.2446028484754,129.086986664836
부산남산점,부산 금정구 금강로 643 1층,35.2648714135486,129.08844689345
구서롯데캐슬점,부산 금정구 금강로 503 1층,35.2526906391923,129.086494892033
장전퀸즈점,부산 금정구 부곡온천천로 190 1층,35.2423296835377,129.090547632939
두실점,부산 금정구 중앙대로 1945번길 23-29 1층,35.2565649760576,129.090015457748
서동시장점,부산 금정구 서동로 147 1층,35.2150718742119,129.102688043509
수원정자점,경기도 수원시 장안구 정자동 878-6 선일프라자 1층,37.2948042621845,126.993954222808
시흥은행점,경기 시흥시 대은로 80 하이런빌딩 102호,37.4442428181712,126.797401099736
탄현점,경기 고양시 일산서구 일현로 53 1층,37.6919508591464,126.763002742052
금릉역점,"경기도 파주시 금빛로 12 (금촌동,삼성프라자) 1층 103호",37.7511324699224,126.767221193146
고대안암역점,서울시 성북구 고려대로 89 안암역 지하 1층 (지하철 역사내),37.5864696091911,127.0291828742
신림난곡점,서울시 관악구 법원단지길 28 우석빌딩 1층,37.4741658821631,126.919248807252
마포구청점,"서울시 마포구 월드컵로 204, 111호(성산동, 이안상암) 1층",37.5653992058145,126.9021317644
춘천후평점,강원도 춘천시 춘천로 296번길 4 1층,37.8809876026982,127.745860802769
동해쇄운점,강원특별자치도 동해시 청운1길 52 1층 103호,37.4859529290389,129.108942922435
광교법조타운점,경기 수원시 영통구 광교중앙로266번길 20 (하동) 1층 106호,37.292828174544,127.068651255965
병무청역점,서울 영등포구 여의대방로 43길5 1층,37.5061364625858,126.921860896682
동탄호수공원점,경기도 화성시 동탄대로 5길 9 1050호,37.1676369141634,127.105798518213
신풍역점,서울 영등포구 신풍로 8길 3 1층,37.4996969924488,126.910576449066
망포힐스점,경기도 수원시 영통구 망포로 136 1층 109호,37.24100322776,127.048661356688
수원성균관대점,경기도 수원시 장안구 서부로 2126번길 17 1층 A동 상가 3호,37.2980374691195,126.972855322199
수원호매실점,경기도 수원시 권선구 금곡로 213 딜라이트 1차 101호,37.2748512929492,126.953643839836
동탄카림점,"경기도 화성시 동탄대로 시범길 134(청계동, 동탄역시범반도유보라아이비파크4.0) 판매시설 1143호 1층",37.1990328379764,127.113063831502
동탄삼성반도체점,경기도 화성시 삼성1로 160 1층 105호,37.2182078853635,127.077875045432
시흥센트럴푸르지오점,"경기 시흥시 수인로 3312번길 16 105동 앞 상가 A102,103",37.4401230269917,126.788655329604
시흥은계점,경기 시흥시 은계번영길 1 113호,37.436560703562,126.801608573148
군포송정점,경기도 군포시 송부로 36 105호,37.3156089046746,126.918460494423
금촌점,경기 파주시 아동로 2-1 1층,37.7637882160792,126.775242036608
부천세무서점,경기 부천시 원미구 신흥로 264 1층,37.5071068705351,126.775509091907
부천상동점,경기 부천시 원미구 상동로 105 1층,37.5066933166706,126.752812737564
부천옥길점,경기 부천시 소사구 양지로 208 지음프라자 105호,37.4672804603163,126.824033265296
부천소사역점,"경기도 부천시 경인옛로 25 103동 제지 1층 B122호(소사본동, 한신더휴 메트로)",37.4818347927871,126.794907702402
김포구래점,경기도 김포시 김포한강8로 396 103호,37.6432763174169,126.625110701016
김포사우점,경기 김포시 사우중로 45 김포코아센터 1층 110호,37.6192302071042,126.718503460762
원흥점,경기도 고양시 도래울로 104 kb 골든타워 1층 110호,37.6344225376522,126.871991595755
고양화정점,경기 고양시 덕양구 백양로 51 네이버타운 1층 101호,37.6303059255628,126.833248267951
고양향동점,"경기도 고양시 덕양구 향기로 115, 봄프라자 114호",37.6000533458217,126.893652211007
행신점,경기 고양시 덕양구 무원로 32 (행신동) 1층 103호 (행신동),37.6156762122242,126.832521618346
강남대치점,서울 강남구 삼성로212 은마상가 1층 164호,37.4996157705058,127.065915414443
시흥사거리점,서울 금천구 시흥대로 225 제이타워 111호,37.4537894156684,126.900461934958
광명철산점,"경기도 광명시 철산로23, 대광빌딩 1층",37.4766268143234,126.868494822659
까치산점,서울특별시 강서구 강서로 18길 24 1층,37.5338522147353,126.84700901848
구로구청점,서울 구로구 가마산로 271 1층,37.4963996027511,126.890291049446
구로개봉점,서울시 구로구 개봉로 72 1층,37.4920105958203,126.856325030026
가재울점,서울 서대문구 거북골로 100 래미안루센티아아파트 상가 12호,37.5757256799627,126.918353630124
서울미아점,서울시 강북구 도봉로 40 1층,37.6125920819171,127.030433727904
가술산단점,"부산 해운대구 APEC로 17 (우동, 센텀리더스마크) 1층",35.1659324519479,129.132411521392
대구동성로점,대구 중구 동성로1길 29-10 1층,35.8669175147019,128.595361563837
원평점,경북 구미시 구미중앙로17길 21 (원평동) 1층,36.1295422123643,128.334723386108
평리뉴타운점,"대구 서구 서대구로29길 30 (평리동, 서대구역화성파크드림) 1층 4호",35.87051784661,128.546661241202
칠성점,대구 북구 호암로 28-3 (칠성동2가) 101호,35.8821021905544,128.59378876211
울진후포점,경북 울진군 후포면 삼율6길 7 1층,36.6790619146054,129.440617369465
영천망정점,경북 영천시 망정1길 174 111호,35.9814122809116,128.951701888907
포항죽도점,경북 포항시 북구 중흥로 251 1층,36.0256204666226,129.359646786476
포항초곡점,경북 포항시 북구 흥해읍 초곡지구로58번길 20 (초곡리) 1층 103호,36.0966131516495,129.33765099758
포항오천점,경북 포항시 남구 오천읍 정몽주로 481-16 1층,35.9628394858009,129.412952663306
지곡점,경북 포항시 남구 효자동길6번길 7 (효자동) 1층,36.0083681703418,129.330726687073
포항양덕점,경북 포항시 북구 양덕로 48 1층,36.0828944451281,129.402153831308
포항효자점,경북 포항시 남구 효성로 33 1층,36.0064156175212,129.337390434008
북삼오태점,경북 칠곡군 북삼읍 금오대로 288 (인평리) 1층,36.0705470001187,128.348590333413
신평점,"경북 구미시 구미대로 399 (신평동, 신평상가) 1층 105호",36.1226482766705,128.362537539437
황상점,경북 구미시 인동중앙로 19 (황상동) 1층,36.1071705410522,128.421001580924
옥계점,경북 구미시 옥계북로 40 (옥계동) 1층,36.138044747084,128.421802150976
상모점,경북 구미시 상사서로 35 (상모동) 1층,36.0857259966624,128.355337046473
확장단지점,경북 구미시 산동읍 신당1로2길 14 (신당리) 1층,36.1553251578434,128.432314444649
대구동인동점,대구 중구 국채보상로139길 4 1층,35.8691956915109,128.606550408689
대구검단점,대구 북구 검단로 135 1층 115호,35.9087309428126,128.621547555621
칠곡읍내점,대구 북구 구암로 103 (읍내동) 1층,35.9324505547313,128.552052281722
동변점,대구 북구 동변로 100 (동변동) 1층,35.9213196452048,128.602257533134
하양점,경북 경산시 하양읍 서사도리4로 2 (양지리) 101호,35.9187294400796,128.808760824419
경산사동점,경북 경산시 백양로33길 10 1층,35.8121523077062,128.759608712377
펜타힐즈점,경북 경산시 펜타힐즈2로 37 (중산동) 103호,35.8274631538473,128.718679931924
신천점,"대구 동구 신암로16길 16 (신천동, 가람타운) 1층 3호",35.87608562271,128.609942905551
대구지산범물점,대구광역시 수성구 지범로31길 5 (지산동),35.8226089900792,128.638833175262
대구범어점,"대구광역시 수성구 동대구로 346,지하 1층 3-4호 (범어동, 범어서한포레스트)",35.8612187886377,128.627209069812
시지매호점,"대구 수성구 천을로 170 (매호동, 시지태왕2차아파트) 1층",35.841786008181,128.708798171736
수성점,대구 수성구 수성로76길 4 (수성동2가) 1층,35.8572751203961,128.614185738594
담티역점,"대구 수성구 달구벌대로 2670 (만촌동, 한겨레빌딩) 1층",35.8546940785106,128.653349624526
사월점,"대구 수성구 달구벌대로669길 80 (사월동, 시지대성유니드아파트) 106호",35.8389593980904,128.720286515775
대구두산점,대구 수성구 청수로26길 36 1층,35.8381120930043,128.622076983328
산격점,"대구 북구 동북로 163 (산격동, 산격대우아파트) 103호",35.8989133854091,128.61251901581
연경중앙점,대구 북구 연경중앙로3길 21 1층 109호,35.9431744968442,128.616299945255
칠곡학정점,대구 북구 학남로3길 38 (학정동) 1층,35.9519605021642,128.567820333054
침산점,대구 북구 침산남로 175 (침산동) 1층,35.8876951983598,128.594855428678
대구동천점,,,
반야월점,대구 동구 경안로 749 (동호동) 1층,35.8690335617416,128.713052771456
대구연경점,,,
동대구점,"대구 동구 동부로26길 5 (신천동, 부띠끄시티 테라스) 109호",35.8754840430922,128.628189500117
대구율하점,,,
평리점,"대구 서구 서대구로 77 (평리동, 평리청구타운) 104호",35.864200453662,128.555674671406
대구내당점,대구 서구 달구벌대로361길 108호,35.8619291324211,128.56112516856
청라언덕역점,대구 중구 남산로17길 10 (남산동) 102호,35.8636273539502,128.581644718813
남산점,"대구 중구 중앙대로 303 (남산동, 라파엘 빌딩) 1층",35.8604446509535,128.591805174776
현풍테크노점,"대구 달성군 현풍읍 테크노중앙대로 243 (중리, 타임스퀘어) 104호",35.6921390334867,128.457390532274
대구다사역힐스테이트점,"대구 달성군 다사읍 매곡로12길 22 (매곡리, 힐스테이트 다사역) 112호",35.8653540219288,128.455207520655
테스노폴리스점,"대구 달성군 유가읍 테크노상업로 120 (봉리, 엠스퀘어플러스) 1층 144호",35.6930633080128,128.462900757148
다사점,"대구 달성군 다사읍 대실역북로1길 6 (매곡리, 죽곡휴먼시아1단지) 1층 101호",35.8595006843124,128.466081147027
대구죽전점,대구 달서구 달구벌대로 1525 1층 101호 하삼동커피 죽전점,35.8501541302489,128.533901237774
대구용산점,대구 달서구 용산로 192,35.8545953110128,128.530861575651
호산점,대구 달서구 성서공단로11길 64-1 (호산동) 1층 106호,35.8410460762444,128.488352858818
이곡점,대구 달서구 선원로 195 (이곡동) 1층,35.8591794581505,128.513933288051
대구도원점,대구광역시 달서구 도원로 20,35.8079889008884,128.535510739936
대구월성점,대구 달서구 조암남로 48,35.8220708188029,128.527367453305
진천역점,"대구 달서구 월배로 80 (진천동, 진천역대성스카이렉스아파트) 1층",35.8135993354302,128.523885273978
상인역3번출구점,대구 달서구 월배로 220 1층,35.8185769596389,128.537527993379
대구상인점,대구 달서구 상인서로 65 208동 103호,35.8155625542004,128.543007926083
대구대곡점,대구 달서구 한실로6길 98 1층,35.799007470696,128.529248843721
대구월배점,부산 금정구 서동로 147 1층,35.2150718742119,129.102688043509
신월점,경남 창원시 성산구 신월로 54 1층,35.2274039830966,128.692923068401
창원남양점,"경남 창원시 성산구 가음로13번길 33, 1층",35.2130851573475,128.700971634857
구포점,부산 북구 낙동대로1762번가길 23 1층 1호,35.2079327310976,129.001899222924
진해남원로타리점,경남 창원시 진해구 중원로 20 1층,35.1458301268241,128.659324588086
창원남산터미널점,경남 창원시 성산구 정동로162번길 61 1층 105호,35.2018996953508,128.69709260741
창원소계점,경남 창원시 의창구 소계로 91-2 1층,35.2573088400069,128.598783522062
창원롯데센텀골드점,경남 창원시 마산회원구 양덕로 48 상가2동 202호,35.2246437503717,128.590873091606
창원SK테크노파크점,경남 창원시 성산구 완암로 50 넥스동 지하1층 B113호 일부호,35.2056242980085,128.663752770307
가술산단점,경남 창원시 의창구 대산면 가술산단로 28 1동 101호,35.3314223934794,128.70584699528
합성동터미널점,경남 창원시 마산회원구 양덕북4길 17 1층 103호,35.2371400652029,128.582969004947
메트로센텀점,경남 창원시 마산회원구 용마로 130 1층 105호,35.2235828924158,128.586088347381
창원롯데캐슬점,경남 창원시 마산합포구 노산서18길 80 롯데캐슬프리미어 1층 19호 교방점,35.2153821262515,128.564962694826
창원동읍점,경남 창원시 의창구 동읍 동읍로 6-1 1층 2호,35.2779405522314,128.684821017952
스마트업점,경남 창원시 의창구 차룡로48번길 44 스마트업타워 1층,35.2411544782794,128.631390569763
창원성주점,경남 창원시 성산구 삼정자로43번길 8 1층 102호,35.1987709387954,128.711023808892
사파동성점,경남 창원시 성산구 창이대로 733 사파동성아파트 상가 1층,35.2194766939923,128.70218850738
상남2호점,경남 창원시 성산구 마디미로64번길 1 1층,35.2193096070602,128.681642576979
창원도계점,경남 창원시 의창구 하남천서길5번길 2 1층 103호 하삼동커피 창원도계점,35.2597369725558,128.638233279631
창원중앙점,경남 창원시 성산구 용지로133번길 3 한서빌딩 1층 하삼동커피,35.2273145686238,128.679399046537
창원반림점,경남 창원시 성산구 원이대로473번길 21 반림상가 1층 104호,35.2355818067391,128.67015910066
창원감계점,경남 창원시 의창구 북면 감계로110번길 53 1층,35.3012049564192,128.593197244085
의창구 대산점,경상남도 창원시 의창구 대산면 진산대로 410 1층,35.3361042249782,128.709303709431
소답점,경남 창원시 의창구 의창대로247번길 35 1층,35.2648484053763,128.625099285372
창원대방점,경남 창원시 성산구 대정로 138 1층,35.211748989648,128.707629787663
창원중앙역점,경남 창원시 의창구 용동로 85 한마음빌딩 1층,35.2384617507574,128.700767998314
창원명서점,경남 창원시 의창구 도계로 135 두산위브주상가 1층 104호,35.2531379615303,128.643057908581
삼성병원점,경남 창원시 마산회원구 팔용로 149 1층 하삼동커피,35.2424335255295,128.590529882874
가음정라포레점,경남 창원시 성산구 창원대로 888 1층,35.2087938761328,128.684884477157
창원상남점,경남 창원시 성산구 마디미로3번길 2 대웅빌딩 1층 102호,35.2235172411815,128.685709300728
마산합성점,경남 창원시 마산회원구 양덕로 146 1층,35.2315704628514,128.58384263569
창원토월점,경남 창원시 성산구 동산로 122 스카이웰빙파크 1층,35.2189963854301,128.690953952905
창원신촌점,경남 창원시 성산구 신촌로 84 A-나동 1층 105호,35.2022251621062,128.628157272017
가음정점,경남 창원시 성산구 대정로 36 1층 4호,35.2075341448965,128.698921726922
창원팔용점,경남 창원시 의창구 팔용로 438 팔용종합상가 1층 115호,35.2553368324358,128.613503118306
유니시티점,경남 창원시 의창구 중동로 60 1층 111호,35.2547941444632,128.629035687822
어시장점,경남 창원시 진해구 용원동로 261 하삼동커피 어시장점 1층,35.0962914102419,128.81990516402
진해화천점,경남 창원시 진해구 중원로86번길 28 1층,35.1515250981477,128.663077675762
진해점,경남 창원시 진해구 냉천로 49 석동사거리 1층,35.151678968455,128.702806589293
진해장천점,경남 창원시 진해구 충장로657번길 20 1층 104호,35.1305737505539,128.705735589765
용원점,경남 창원시 진해구 용원서로31번길 11 1층,35.1005197682408,128.811721135483
진해여좌점,경남 창원시 진해구 여좌남로24번길 1 1층,35.1550263031539,128.658462601407
진해석동점,경남 창원시 진해구 진해대로 762 1층,35.1581646243334,128.698757554273
자은점,경남 창원시 진해구 풍호로49번길 5-12 1층 102호,35.1404419319503,128.705453033025
진해남문점,경남 창원시 진해구 남영로 41 남문프라자 1층 107호,35.1061042680606,128.750349468153
경주중앙점,경주시 금성로 308 1층,35.8450692329185,129.207249902872
경주금장점,경북 경주시 용담로174 성호마루한뷰상가 107호 하삼동커피금장점,35.8673561678294,129.203787728843
경주안강점,경주시안강읍 비화원로 67 1층,35.9907058670585,129.225033042019
경주협성휴포레점,경상북도 경주시 용황로 74 엠타워 1층 106호,35.8830402972283,129.226284422084
울산율동점,울산광역시 북구 율동로26(양정동) 3단지 상가 104호 하삼동커피 울산율동점,35.5591990644322,129.380254866181
울산송정반도유보라점,울산광역시 북구 화산로 104 상가 132동 216호,35.6015109719403,129.366428501519
울산연암점,울산광역시 북구 연암동 159-9 2층 일부,35.5778352354313,129.377478654242
울산명촌효성해링턴점,"울산광역시 북구 명촌18길 5(명촌동, 강변효성해링턴 플레이스) 1층 상가 113호",35.557261042615,129.353115669534
울산천곡점,울산광역시 북구 아진로 106-2 1층,35.6309582799731,129.337526765152
울산화봉점,울산광역시 북구 화봉로66 1층 하나로마트 입구,35.5878793966437,129.366269441552
울산달천점,울산 북구 가재길 82 리더스빌딩 102호,35.633466670153,129.332664259601
울산염포점,울산광역시 북구 염포로 669 1층 104호,35.5329399997956,129.391149443352
명촌점,울산광역시 북구 명촌10길 23 하삼동커피 명촌점,35.5522488707981,129.357443644652
울산매곡월드메르디앙점,울산광역시 북구 매산로65 월드메르디앙시티1단지상가 129동104호,35.6399362775489,129.361379447794
울산중산매곡점,"울산광역시 북구 중산로 48-1 113동 1층 104호(중산동, 미라주 1단지 상가동)",35.6526485311784,129.353294258362
울산매곡점,울산 북구 신천로 83 H프라자 1층,35.645074404687,129.351693171385
울산호계점,울산시 북구 호계매곡1로54 1층,35.6351288889947,129.363210537395
울산송정점,울산 북구 화산4길 16 화봉동 1489-1 102호,35.5969019926873,129.366297936786
동구자이점,울산광역시 동구 서부로 50번지 울산 지웰시티자이 1단지 상가동 b306호 1단지 106동 밑 상가,35.52861933486,129.428220932291
성안점,울산 중구백양로 11 1층,35.575931425232,129.30821539503
울산병영점,울산 중구 곽남길 6 1층,35.5689749272416,129.343001923243
울산일산점,울산 일산진6길 29 1층,35.4986663083549,129.430035561544
울산대병원점,"울산시 동구 방어진순환도로 865,220호 하삼동 울산대병원점",35.5186596055493,129.430791319861
꽃바위점,울산 동구 문현로 41 케이디상가 1층 104호,35.4845567987633,129.413557256222
남목점,울산광역시 동구 동해안로20 1층 하삼동커피,35.5410391807428,129.425956152843
방어진점,울산 동구 등대4길25 상가동1층 103호,35.4900843249965,129.428492069171
전하점,울산 동구 봉수로 290 1층,35.5125072671002,129.423555658089
화정점,울산 동구 대학길 47 1층 하삼동커피 화정점,35.4988673534948,129.420276570448
울산서부점,울산광역시 동구 봉수로450(서부성원상떼빌) 116동 108호 하삼동커피,35.5254839005861,129.425159179204
울산다운점,울산 중구 다운로 120 다운동 761-2,35.5635059598793,129.266798202388
옥교점,울산 중구 문화의거리6 1층,35.555623868519,129.32186440657
진장점,울산 북구 진장24길 40 1층,35.565666192351,129.356861272828
신울산점,울산시 중구 화합로 419-1 1층,35.5625424156929,129.337182691303
반구캐슬점,울산광역시 중구 염포로 24 1층,35.5593552704468,129.344169934878
반구점,울산광역시 중구 반구로 36 1층,35.5546120196267,129.345018059466
울산우정sk점,울산 중구 우정4길 1 1층,35.5585934223596,129.3115424993
혁신신세계점,울산시 중구 종가6길 4-5 101호,35.5635222103727,129.311726341729
울산혁신푸르지오점,울산 중구 유곡로 80 상가동 하삼동커피 혁신푸르지오점,35.5606150146829,129.301427245967
울산혁신점,울산광역시 중구 종가로 641 굿프라임1. 112호 1층,35.5798923499206,129.338781850111
울산남외점,울산시 남외1길 31 1층,35.564808697287,129.350133452296
태화점,울산광역시 중구 신기14길1 103동 상가비107호 태화동 일신아파트,35.5526113788849,129.296866432288
울산장현점,울산 중구 종가로 731 (장현동) 1층,35.5870221577953,129.342669679319
울산유곡점,울산광역시 중구 종가4길19 1층,35.5601560780658,129.29444001528
거제중곡점,경남 거제시 중곡로 13 1층 103호,34.893827079008,128.630090384154
장유대청점,경남 김해시 계동로 147 1층,35.1882143405931,128.794680030545
광양서희점,전남 광양시 광양읍 무선2길 15 1층,34.9582532434345,127.571914381706
목포터미널점,전남 목포시 상동로 13 1층,34.8117206869473,126.416109006727
목포하당점,전남 목포시 백년대로 340 하삼동커피 1층,34.8054776984097,126.424450697742
목포북항점,전남 목포시 원산중앙로 10 1층,34.8070468526176,126.374318981174
전남도청점,전남 무안군 삼향읍 남악3로82번길 42 1층,34.8127007664939,126.464881712402
광주용두점,광주 북구 하서로 424 105호 1층,35.212639881358,126.875054757466
광주신창점,광주 광산구 왕버들로251번길 27 상가 2동 1층 105호,35.1976289284711,126.835320637274
광주운남점,광주 광산구 임방울대로 142-5 1층,35.1739603207204,126.81809942482
광주하남2지구점,광주 광산구 목련로 42 상가 1동 1층 104호,35.1723960619297,126.802197351514
쌍암점,광주 광산구 임방울대로825번길 60-3 1층 102호,35.2209746088392,126.84905578352
광주수완점,광주 광산구 장신로148번길 17 1층 104호,35.1897571994426,126.82645579977
광주첨단점,광주 광산구 월계로 203 첨단오션스파 1층 116호,35.2138557974932,126.847800649671
북신점,경남 통영시 북신시장1길 79 1층,34.8534878067218,128.427802336593
통영미수점,,,
봉평점,경남 통영시 도남로 97 2층,34.8313656226048,128.415154876949
죽림점,경남 통영시 광도면 죽림해안로 118-7 1층 하삼동커피,34.8802335635489,128.422446846351
통영여객터미널점,경남 통영시 통영해안로 227-2 하삼동커피 통영여객터미널점 1층,34.8408999814539,128.420935601938
무전점,경남 통영시 중앙로 303-38 1층,34.8579982503395,128.426355826376
사천중앙점,경남 사천시 사천읍 평화2길 22 1층 하삼동커피,35.0830587139136,128.087024991475
삼천포남양점,경남 사천시 진삼로 132 하삼동커피 1층,34.9687802768096,128.064000739168
사천삼천포점,경남 사천시 주공로 22 1층 하삼동커피 1층,34.9400750827831,128.086713048652
함안점,경남 함안군 가야읍 가야로 80 1층 1호,35.2779513972094,128.409979413924
함안칠원점,경남 함안군 칠원읍 원서로 17 1층,35.3075118638958,128.518248814557
함안군북점,경남 함안군 군북면 함마대로 808 1층,35.2618736197209,128.345714593904
함안가야점,경남 함안군 가야읍 중앙본길 37-16 1층,35.2726669673495,128.408783563856
진주 초전점,경남 진주시 초전북로52번길 29 1층,35.206193565632,128.113648073295
진주대안점,경남 진주시 진양호로527번길 2 1층,35.192990738331,128.083225858738
진주혁신점,경남 진주시 사들로123번길 40 배종프라임 1층 하삼동커피,35.1799740252464,128.14418260921
진주평거휴먼시아점,경남 진주시 새평거로 75 상가 1층 101호 휴먼시아4단지,35.1676829560392,128.054942618341
진주충무공동점,경남 진주시 소호로 6 1층 102호,35.1696525236801,128.136354803007
진주개양점,경남 진주시 가좌길74번길 11 1층,35.1598391108856,128.106827696473
진주평거점,경남 진주시 남강로309번길 44 1층 105호,35.1712514316636,128.060739796573
진주시청점,경남 진주시 동진로 148 1층,35.1793476026399,128.10737885325
진주칠암점,경남 진주시 동진로 22 106호 하삼동커피 1층,35.1785236539218,128.093639065686
경남고성점,경남 고성군 고성읍 중앙로 33 1층,34.9743235534944,128.323926618583
창원신항용원점,경남 창원시 진해구 신항4로 49 신항센텀빌딩 1층,35.0877167933068,128.817905963109
부산화전우방점,부산 강서구 화전산단4로 74 우방아이유쉘 211동 1층 111호,35.1107280033447,128.885585412422
부산지사점,부산 강서구 과학산단2로20번길 44 1층,35.1505249287203,128.835419285773
부산신호점,경남 창원시 진해구 신항4로 49 신항센텀빌딩 1층,35.0877167933068,128.817905963109
